nombre,genero
kenny,m
keno,m
kenrick,m
kensaku,m
kensel,m
kensuke,m
kent,m
kenta,m
kentaro,m
kentarou,m
kenth,m
kenti,a
kentigerno,m
kento,m
kenton,m
kenul,f
kenya,f
kenyi,m
kenyon,m
kenza,f
kenzi,m
kenzie,a
kenzo,m
keon,m
keona,f
kepa,m
kera,f
keramettin,m
keran,m
kerana,f
keranka,f
kerasoula,f
kerbasi,m
kerdo,m
kerem,m
keren,a
keri,f
keriann,f
kerianne,f
kerica,f
kerim,m
keritza,f
kerka,f
kerkyra,f
kerle,f
kerli,f
kerly,f
kerman,m
kermie,m
kermit,m
kern,m
kerr,m
kerri,f
kerrick,m
kerrie,f
kerrill,f
kerrin,f
kerry,a
kers,m
kersti,f
kerstien,f
kerstin,f
kert,f
kerti,f
kerttu,f
kerttuli,f
kertu,f
kerwin,m
kerys,f
kesare,f
kesha,f
keshawn,m
keshia,f
kesia,f
kesley,f
keslie,f
kessia,f
kessiah,f
kester,m
keta,f
ketel,m
ketevan,f
kethe,f
ketheeswaran,m
keti,f
ketil,m
ketill,m
ketlin,f
ketrin,f
ketti,f
kettie,f
kettil,m
ketty,f
keturah,f
keum ja,f
kev,m
kevan,m
keven,m
kevin,m
kevina,f
kevon,m
kevork,m
kevser,f
kevyn,f
kewal,m
key,m
keyla,f
keyon,m
keyra,f
keyshawn,m
keyvan,m
keyvia,f
kezban,f
keziban,f
kfir,m
khachatur,m
khachik,m
khadija,f
khadijah,f
khadijeh,f
khadim,m
khadra,f
khairi,m
khaldoun,m
khaldun,m
khaled,m
khalid,m
khalida,f
khalidah,f
khalig,m
khalil,m
khalile,f
khalis,m
khan,m
kharis,f
khashayar,m
khasim,m
khatuna,f
khayal,m
khayr,m
khendra,f
khilola,f
khodor,m
khoren,m
khosrow,m
khouloud,f
khoury,m
khrystyna,f
khulud,f
khurram,m
khursheed,m
khurshid,m
ki,f
ki chan,m
ki chang,m
ki chun,m
ki dong,m
ki hong,m
ki hyun,m
ki ok,f
ki soo,m
ki sook,f
ki suk,f
ki sun,f
ki sung,m
ki tae,m
kia,f
kiah,f
kial,f
kian,m
kiana,f
kianna,f
kiara,f
kiara sinai,f
kibariye,f
kica,f
kick,m
kicki,f
kiden,f
kiefer,m
kiek,f
kiel,m
kiele,f
kielo,f
kiera,f
kieran,m
kieren,m
kiernan,m
kieron,m
kierra,f
kiersten,f
kierston,f
kihachirou,m
kiia,f
kiichi,m
kiichirou,m
kiira,f
kika,f
kikelia,f
kiki,f
kikue,f
kikuko,f
kikuyo,f
kil nam,m
kil soon,f
kiley,f
kilian,a
kiliano,m
killa,a
killay,a
killian,m
kim,a
kima,f
kimah,a
kimball,m
kimberlee,f
kimberley,f
kimberli,f
kimberly,f
kimberlyn,f
kimbra,f
kimet,m
kimete,f
kimey,a
kimi,f
kimiaki,m
kimie,f
kimihide,m
kimihiko,m
kimihiro,m
kimiko,f
kiminori,m
kimio,m
kimiya,f
kimiyo,f
kimiyoshi,m
kimmi,f
kimmie,f
kimmo,m
kimmy,f
kin,m
kina,f
kincaid,m
kinda,f
kinen,a
kinesburga,f
kineswida,f
kineta,f
king,a
kinga,f
kingo,m
kingsley,m
kingsly,m
kingston,m
kinji,m
kinka,f
kinna,f
kinneret,f
kino,m
kinsey,a
kintaro,m
kintigerno,m
kinton,m
kinue,f
kinuko,f
kinuyo,f
kinya,m
kioko,f
kiona,f
kioshi,m
kip,m
kipling,m
kipp,m
kippie,f
kippy,f
kipras,m
kira,f
kiran,f
kiratsou,f
kiraz,f
kirbee,f
kirbie,f
kirby,m
kircho,m
kire,m
kiri,f
kiriaki,f
kirian,m
kiriano,m
kiriko,f
kiril,m
kirila,f
kirilka,f
kirill,m
kirils,m
kirjak,m
kirk,m
kirkwood,m
kiro,m
kiroko,f
kiros,m
kirpal,m
kirsi,f
kirsten,f
kirsteni,f
kirsti,f
kirstie,f
kirstin,f
kirstina,f
kirstine,m
kirsty,f
kirstyn,f
kirt,m
kirtcho,m
kirti,f
kirubakaran,m
kirupakaran,m
kiruschka,f
kirushka,f
kiryak,m
kiryl,m
kiryll,m
kisa,f
kisha,f
kishan,m
kishi,f
kishiko,f
kisho,m
kiska,f
kissa,f
kissee,f
kissiah,f
kissie,f
kit,f
kita,f
kitchka,f
kiti,f
kitija,f
kitra,f
kitt,f
kitti,f
kittie,f
kitty,f
kittý,f
kitza,f
kiwako,f
kiyo,f
kiyohiko,m
kiyohisa,m
kiyoko,f
kiyomi,f
kiyomitsu,m
kiyonori,m
kiyoshi,m
kiyotaka,m
kiyotake,m
kiyoteru,m
kiyoto,m
kiyotsugu,m
kiyoyuki,m
kiyuko,f
kizzee,f
kizzie,f
kizzy,f
kjartan,m
kjeld,m
kjell,m
kjellaug,f
kjersti,f
kjerstin,f
kjetil,m
klaarke,f
klaartje,f
klaas,m
klaasje,f
klaes,m
klaidas,m
klara,f
klare,f
klarika,f
klarina,f
klarissa,f
klarita,f
klarrisa,f
klas,m
klasiene,f
klasina,f
klasine,f
klaske,f
klaudia,f
klaudie,f
klaudija,f
klaudius,m
klaudiusz,m
klaudyna,f
klaus,m
klausdieter,m
klausjürgen,m
klauspeter,m
klavdia,f
klavdija,f
klavdiya,f
klavs,m
klazien,f
klaziena,f
klazina,f
klaßine,f
kleanthi,f
kleanthis,m
kleanthos,m
klearchos,m
kleber,m
klee,m
kleef,m
kleio,f
klemas,m
klemen,m
klemens,m
klemensas,m
klement,m
klementina,f
klementine,f
klemento,m
klemenz,m
kleomenis,m
kleoniki,f
kleopas,m
kleopatra,f
klervi,f
klevis,m
klime,m
klimis,m
kliti,m
kliton,m
klodeta,f
klodian,m
klodiana,f
klodjan,m
klodjana,f
klothilde,f
klothildis,f
klotild,f
klotilda,f
klotilde,f
klára,f
klári,f
kläre,f
kläri,f
kläry,f
knarik,f
knilles,m
knox,m
knud,m
knut,m
knuth,m
knútur,m
koba,f
kobe,m
kobi,m
kobie,f
kobra,f
kobus,m
koby,m
koco,m
kody,m
koen,m
koenraad,m
koerd,m
koert,m
koertdine,f
kofi,m
kohana,f
kohar,f
kohei,m
kohji,m
kohsuke,m
koichi,m
koichiro,m
koidula,f
koika,f
koit,m
koitcho,m
koji,m
kojka,f
kojno,m
kojo,m
kojtcho,m
koju,m
kok,m
koki,m
kokichi,m
kokila,f
kokkie,f
koko,f
kokoro,f
kolbeinn,m
kolbjørn,m
kolbrún,f
kolby,m
koldo,m
koldobika,m
koldobike,f
kole,m
kolfinna,f
koli,m
kolina,f
kolja,m
koljo,m
kolju,m
kolo,m
koloman,m
kolton,m
kolya,m
kolyo,m
kolyu,m
kommer,m
komstantin,m
kona,f
konami,f
konan,m
konca,f
konda,m
kondzha,f
kong,m
konika,f
konný,f
konrad,m
konradin,m
konradine,f
konráð,m
konsta,m
konstadina,f
konstadinos,m
konstance,f
konstancija,f
konstanse,f
konstantia,f
konstantin,m
konstantina,f
konstantinas,m
konstantine,f
konstantinia,f
konstantinos,m
konstanty,m
konstantyn,m
konstantīns,m
konstanze,f
konstyantyn,m
kontxesi,f
kontxi,f
konul,f
konštantin,m
koo,f
koop,m
koord,m
koos,m
koprinka,f
kor,m
kora,f
korab,m
koral,f
koraljka,f
koralle,f
koray,m
korb,m
korbin,m
korbinian,m
kord,m
kordelia,f
kordula,f
kore,f
koreen,f
korekiyo,m
korella,f
koren,f
korentin,m
koressa,f
korey,m
korhan,m
kori,f
korie,f
korina,f
korinna,f
korkmaz,m
korkut,m
korlan,f
kormákur,m
kornel,m
kornelia,f
kornelija,f
kornelis,m
kornelius,m
korneliya,f
korney,f
kornilia,f
kornél,m
kornélia,f
kornēlija,f
korrie,f
korry,f
kort,m
kortney,f
kory,m
koryun,m
kosa,f
kosaku,m
kosana,f
kosey,m
koshi,m
kosho,m
kosjo,m
kosju,m
kosmas,m
kosova,f
kosovka,f
kospi,a
kosta,m
kostadin,m
kostadinka,f
kostanca,f
kostandin,m
kostantinos,m
kostantza,f
kostaq,m
kostas,m
kostatin,m
kostatina,f
kostatinka,f
kosti,m
kostiantyn,m
kostja,m
kostoula,f
kostyantin,m
kostyantyn,m
kostė,f
kosuke,m
kosumo,f
kosyo,m
kosyu,m
kota,m
kotaro,m
koto,f
kotoko,f
kotono,f
kotrina,f
kotryna,f
kouhei,m
kouichi,m
kouichirou,m
kouji,m
koujirou,m
kouki,m
kourosh,m
kourtney,f
koushirou,m
kousuke,m
kouta,m
koutarou,m
koviljka,f
kovinka,f
koyka,f
koyno,m
koytcho,m
koyu,m
kozeta,f
kozma,m
kozo,m
kozue,f
koče,m
kraig,m
krasen,m
krasimir,m
krasimira,f
krassen,m
krassimir,m
krassimira,f
kremena,f
krenar,m
krenare,f
kreshnik,m
kresten,m
kreszentia,f
kreszenz,f
kreszenzia,f
krete,f
krešimir,m
krešo,m
kriemhild,f
kriemhilde,f
krieno,m
krijn,m
krijna,f
krikor,m
krimhild,f
krimhilde,f
krino,m
kris,m
krischan,m
krish,m
krishan,m
krishna,m
krishnakumar,m
krishnamoorthy,m
krishnan,m
krishnapillai,m
krishnasamy,m
krissie,f
krissy,f
krist,m
krista,f
kristal,f
kristalia,f
kristalina,f
kristan,f
kristaps,m
kristaq,m
kristberg,m
kristbjörg,f
kristbjörn,m
kristborg,f
kriste,f
kristel,f
kristell,f
kristelle,f
kristen,f
krister,m
kristgeir,m
kristi,f
kristiaan,m
kristian,m
kristiana,f
kristiane,f
kristians,m
kristie,f
kristien,f
kristiina,f
kristiine,f
kristijan,m
kristijana,f
kristijonas,m
kristin,f
kristina,f
kristine,f
kristinn,m
kristinu,m
kristiyana,f
kristián,m
kristjaana,f
kristjan,m
kristjana,f
kristján,m
kristjón,m
kristl,f
kristlaug,f
kristleifur,m
kristmann,m
kristmar,m
kristmundur,m
kristný,f
kristo,m
kristof,m
kristofa,f
kristofer,m
kristoffer,m
kristofor,m
kristopher,m
kristos,m
kristrún,f
krists,m
kristsina,f
kristveig,f
kristvin,m
kristy,f
kristyn,f
kristíana,f
kristín,f
kristína,f
kristóf,m
kristófer,m
kristýna,f
kristþór,m
kristīna,f
kristīne,f
krisztina,f
krisztián,m
krišjanis,m
križan,m
kron,m
krsman,m
krsta,f
krste,m
krsto,m
krum,m
krune,m
krunislava,f
kruno,m
krunoslav,m
krustan,m
krustina,f
krustinka,f
krustjo,m
krustju,m
krustyo,m
krustyu,m
krut,m
kruttika,f
krymbek,m
kryno,m
krysia,f
krysta,f
krystal,f
krystalia,f
krystalle,f
krystallia,f
krystallo,f
krystelle,f
krysten,f
krystian,m
krystin,f
krystina,f
krystle,f
krystsina,f
krystyn,m
krystyna,f
krysztof,m
kryštof,m
krzysztof,m
krõõt,f
ksenia,f
ksenija,f
kseniya,f
ksenja,f
ksenofon,m
ksenya,f
kshamenk,m
ku chul,m
kuanysh,m
kuat,m
kubilay,m
kuddusi,m
kudret,m
kudrete,f
kuganathan,m
kugathasan,m
kuido,m
kuisma,m
kujtesa,f
kujtim,m
kujtime,f
kukka,f
kukuri,m
kulbir,m
kuldar,m
kulendran,m
kulju,m
kullervo,m
kulno,m
kulu,m
kulvir,m
kulyash,f
kulyu,m
kum hwa,f
kum ja,f
kumar,m
kumara,f
kumarasamy,m
kumaravelu,m
kumaresu,m
kumari,f
kumi,f
kumie,f
kumiko,f
kumkum,f
kumrie,f
kumrije,f
kun yong,m
kuna,f
kuncho,m
kuni,m
kuniaki,m
kunibert,m
kunigunda,f
kunigunde,f
kunihiko,m
kunihiro,m
kunihito,m
kunikatsu,m
kuniko,f
kunio,m
kunka,f
kuno,m
kunotas,m
kunti,f
kuralay,f
kuralbek,m
kurban,m
kurd,m
kuri,f
kuriko,f
kurmanbek,m
kurt,m
kurth,m
kurti,m
kurtis,m
kurtuluş,m
kurumi,f
kusai,m
kushtrim,m
kusi,a
kussai,m
kusta,m
kustaa,m
kustas,m
kusum,f
kutay,m
kutlu,m
kutluhan,m
kutsi,m
kuuda,m
kuulo,m
kuuno,m
kuyen,a
kuzey,m
kuzma,m
kveta,f
kvetoslav,m
kvetoslava,f
kvído,m
květa,f
květoslav,m
květoslava,f
květuše,f
kwan soo,m
kwan woo,m
kwang hee,f
kwang ho,m
kwang hyun,m
kwang il,m
kwang ja,f
kwang jin,m
kwang joon,m
kwang min,m
kwang sik,m
kwang soo,m
kwang sun,f
kwang tae,m
kwang woo,m
kwanita,f
kwi nam,m
kya,f
kyara,f
kyla,f
kylan,m
kyle,m
kylee,f
kyleigh,f
kylen,f
kyler,m
kylia,f
kylian,m
kylie,f
kylila,f
kyllikki,f
kylynn,f
kym,f
kymberly,f
kyna,f
kyne,m
kynthia,f
kyo,f
kyohei,m
kyoichi,m
kyoji,m
kyoko,f
kyomi,f
kyong ae,f
kyong hui,f
kyosuke,m
kyouko,f
kyoung soon,f
kyoung sun,f
kyousuke,f
kyra,f
kyran,m
kyrene,f
kyriaki,f
kyriakos,m
kyriakoula,f
kyrill,m
kyrillos,m
kyros,m
kyrre,m
kyrstin,f
kyrto,f
kyrylo,m
kyun suk,f
kyung ae,f
kyung ah,f
kyung hee,f
kyung ho,m
kyung hwa,f
kyung hwan,m
kyung il,m
kyung ja,f
kyung jin,f
kyung ju,f
kyung mi,f
kyung min,m
kyung mo,m
kyung ok,f
kyung seok,m
kyung shin,m
kyung soo,m
kyung sook,f
kyung soon,f
kyung sun,f
kyösti,m
kálmán,m
kári,m
károly,m
kázmér,m
kärstin,f
kärt,f
kätchen,f
käte,f
käthchen,f
käthe,f
käthi,f
käthy,f
kätli,f
kätlin,f
kåre,m
kåri,m
köbi,m
köksal,m
kússi killa,f
kübra,f
külle,f
külli,f
küllike,f
külliki,f
küne,a
kürşad,m
kürşat,m
kārlis,m
kęstutis,m
kıvanç,m
kıymet,f
la,f
laban,m
labib,m
labinot,m
labros,m
lacee,f
lacey,f
lachezar,m
lachlan,m
laci,f
lacie,f
lacy,f
lada,f
ladan,f
ladarius,m
ladd,m
ladda,f
laddie,m
ladeana,f
ladi,f
ladina,f
ladio,m
ladisla,f
ladislada,f
ladislao,m
ladislau,m
ladislaus,m
ladislav,m
ladislava,f
lado,m
ladonna,f
lael,f
laercio,m
laerte,m
laertes,m
laeticia,f
laetitia,f
lafayette,m
lage,m
lahela,f
lahila,f
lahja,f
lahual,a
lahuen,a
laia,f
laial,f
laib,m
laida,f
laido,m
laila,f
laili,f
laima,f
laimas,m
laimdota,f
laimis,m
laimonas,m
laimondas,m
laimonis,m
laimontas,m
laimuntas,m
laimute,f
laimutis,m
laimutė,f
laimė,f
lain,m
laina,f
laine,f
lainey,f
lair,m
laird,m
lais,f
laisvūnas,m
laith,m
laivi,f
lajla,f
lajos,m
lajosné,f
lakeisha,f
laken,f
lakesha,f
lakeshia,f
lakhbir,m
lakhdar,m
lakhvir,m
lakisha,f
lako,m
lakshmi,f
laksmi,f
lakštutė,f
lal,m
lala,f
lalage,f
lalasa,f
lale,f
laleh,f
lalehan,f
lali,f
lalit,m
lalita,f
lalith,m
lalitha,f
lalizar,f
lalka,f
lalla,f
lalli,m
lallo,m
lama,f
laman,f
lamar,m
lamara,f
lamb,f
lambartus,m
lambert,m
lamberta,f
lambertdina,f
lamberth,m
lamberto,m
lambertus,m
lambrini,f
lame,m
lamec,m
lamia,f
lamiaa,f
lamiah,f
lamija,f
lamine,m
lamis,f
lamiya,f
lammers,m
lammert,m
lammie,f
lammy,f
lamond,m
lamont,m
lamprini,f
lampros,m
lamya,f
lan,f
lan young,f
lana,f
lance,m
lancelot,m
landa,f
landelina,f
landelino,m
landen,m
lander,m
landers,m
landis,m
lando,m
landolf,m
landolfo,m
landon,m
landrada,m
landry,m
lane,a
lanette,f
laney,f
lanfranca,f
lanfranco,m
lang,m
langdon,m
langley,m
langston,m
langundo,m
lani,f
lanie,f
lanin,a
lanita,f
lanna,f
lanni,f
lanny,m
lanz,m
lao,m
laografias,m
laoise,f
lap,m
lapo,m
laquita,f
lara,f
laraine,f
laramie,m
larbi,m
lard,m
lareina,f
lari,f
larina,f
larine,f
larisa,f
larissa,f
lark,f
laron,m
larraitz,f
larrimore,m
larry,m
lars,m
larue,f
larussia,f
larysa,f
laryssa,f
lasca,f
lasha,m
lashanda,f
lashonda,f
laska,f
laskarouda,f
lasse,m
lassi,m
lassie,f
lastenia,f
laszlo,m
lata,f
latanya,f
latarsha,f
latasha,f
latashia,f
latchezar,m
lateefah,f
latha,f
latia,f
latif,m
latifa,f
latifah,f
latife,f
latika,f
latimer,m
latina,f
latinka,f
latino,m
latisha,f
latka,f
latona,f
latonia,f
latonya,f
latosha,f
latoya,f
latrena,f
latrice,f
latricia,f
latrina,f
latza,f
lau,m
laudelina,f
lauden,m
laudine,f
laudoaldo,m
laudomia,f
laufey,f
laughlin,m
lauha,f
lauma,f
laumer,m
laur,m
laura,f
lauraelisa,f
lauraine,f
laural,f
lauralee,f
lauralie,f
laurana,f
laurance,m
laurane,f
lauranne,f
laure,f
laurean,m
laureana,f
laureano,m
lauree,f
laureen,f
laurel,f
laureline,f
laurella,f
lauren,f
laurena,f
laurence,m
laurencia,f
laurencio,m
laurene,f
laurens,m
laurenske,f
laurent,m
laurentien,f
laurentina,f
laurentine,f
laurentino,m
laurentiu,m
laurentius,m
laurenz,m
laurenza,f
laurenzia,f
laurenzio,m
laurenţia,f
laurenţiu,m
lauresha,f
laureta,f
lauretta,f
laurette,f
lauretto,m
lauri,f
laurian,m
lauriana,f
lauriane,f
laurianne,f
laurice,f
laurids,m
laurie,f
laurien,f
laurin,f
laurina,f
laurinda,f
laurindo,m
laurine,f
laurino,m
lauris,m
laurits,m
lauritz,m
lauro,m
laurs,m
laury,f
lauryn,f
lauryna,f
laurynas,m
lauryne,f
laurène,f
lautaro,m
lauwrens,m
lavada,f
lavaine,m
lavalle,m
lavar,m
lavdi,f
lavdie,f
lavdim,m
lavdimir,m
lavdosh,m
lavdërim,m
laveda,f
lavena,f
laver,m
lavera,f
laverna,f
laverne,f
lavina,f
lavinia,f
lavinie,f
lavinio,m
laviniu,m
lavive,f
laviña,f
lavonne,f
lavrenti,f
lavrentios,m
lavrentis,m
lavínia,f
lawahiz,f
lawanda,f
lawerence,m
lawler,m
lawrence,m
lawson,m
lawton,m
laxmi,f
lay,m
laya,f
layal,f
layla,f
layne,m
layney,f
layth,m
layton,m
lazar,m
lazara,f
lazare,m
lazarina,f
lazarinka,f
lazaro,m
lazaros,m
lazarus,m
laziza,f
lazlo,m
lazo,m
lazzara,f
lazzaro,m
lazzat,f
lazăr,m
lazărica,f
lazărina,f
laëtitia,f
lea,f
leagh,f
leah,f
leal,m
leamon,m
lean,m
leana,f
leanan,f
leanca,f
leander,m
leandra,f
leandro,m
leandros,m
leandru,m
leane,f
leanid,m
leann,f
leanna,f
leanne,f
leanor,f
leanora,f
lear,m
learco,m
leatha,f
leatrice,f
leba,f
lebana,f
lebbie,f
leberecht,m
lebian,m
lebrecht,m
lech,m
lechosław,m
leda,f
ledah,f
ledi,m
ledia,f
ledian,m
lediana,f
ledicia,f
ledina,f
ledio,m
ledion,m
ledja,f
ledjana,f
ledjon,m
ledjona,f
ledo,m
ledy,f
lee,m
leeann,f
leeanne,f
leefhard,m
leela,f
leelah,f
leelo,f
leen,m
leena,f
leendert,m
leenhard,m
leenhardt,m
leeni,f
leentje,f
leeroy,m
leesa,f
leese,f
leeuwe,f
leevi,m
leff,m
leffert,m
lefka,f
lefkothea,f
lefter,m
leftera,f
lefteria,f
lefty,m
leggett,m
legra,f
lehel,m
lehnhard,m
leho,m
lehte,f
lehti,f
lei,m
leia,f
leiah,f
leib,m
leiba,f
leibel,m
leibush,m
leida,f
leide,f
leidy,f
leif,m
leifur,m
leigh,a
leigha,f
leighanne,f
leighton,m
leiila,f
leiknir,m
leiko,f
leila,f
leilah,f
leilani,f
leilen,f
leili,f
leina,f
leire,f
leisa,f
leisha,f
leith,m
leiv,m
leivi,a
leiza,f
lejla,f
lek,m
leka,m
leke,m
lela,f
lelah,f
leland,m
lelda,f
lelde,f
lele,f
lelet,f
leli,m
lelia,f
lelian,m
leliana,f
lelica,f
leliea,f
leliete,f
lelija,f
lelikelen,f
lelio,m
lelioara,f
lelis,f
leliz,f
lelja,f
lella,f
lello,m
lelouda,f
lelya,f
lem,m
leman,f
lemar,m
lembi,m
lembit,m
lemi,m
lemmi,f
lemmie,m
lemmikki,f
lemmitty,f
lemmy,m
lemonia,f
lempi,f
lemuel,m
len,m
lena,f
lenaa,f
lenard,m
lence,f
lenchen,f
lencho,m
lencina,f
lenda,f
lendita,f
lenditë,f
lene,f
lenee,f
leneke,f
leneo,m
lenette,f
lenhard,m
leni,f
lenia,f
lenie,f
lenina,f
lenio,m
lenis,f
lenk,m
lenka,f
lenke,f
lenko,m
lenna,f
lennaert,m
lennard,m
lennart,m
lennarth,m
lenneke,f
lennert,m
lennie,m
lennon,m
lennor,m
lennox,m
lenny,a
leno,m
lenora,f
lenore,f
lensar,m
lense,m
lenuţa,f
leny,f
lenz,m
leo,m
leobino,m
leocadia,f
leocadio,m
leocricia,f
leocádia,f
leocádio,m
leodegario,m
leodora,f
leodowaldo,m
leofrido,m
leoine,f
leokadia,f
leokadija,f
leola,f
leoline,f
leoma,f
leon,m
leona,f
leonanie,f
leonara,f
leonard,m
leonarda,f
leonardas,m
leonardo,m
leonards,m
leonardus,m
leonas,m
leoncia,f
leoncio,m
leone,f
leonel,m
leonela,f
leonelda,f
leonella,f
leonelle,f
leonello,m
leonelo,m
leonerd,m
leonete,f
leonetta,f
leonetto,m
leongard,f
leonhard,m
leonharda,f
leonhardine,f
leonhardt,m
leonhart,m
leoni,f
leonia,f
leonica,f
leonid,m
leonida,m
leonidas,m
leonide,m
leonides,m
leonidha,f
leonido,m
leonie,f
leonieke,f
leoniida,f
leonikos,m
leonila,f
leonilda,f
leonilde,f
leonildo,m
leonilia,f
leonina,f
leonino,m
leonio,m
leonitë,f
leonnella,f
leonoor,f
leonor,f
leonora,f
leonore,f
leons,m
leonte,m
leonti,m
leontien,f
leontij,m
leontin,m
leontina,f
leontine,f
leontiy,m
leontxo,m
leontyne,f
leontína,f
leontīna,f
leontīne,f
leonydas,m
leonzia,f
leonzio,m
leonídio,m
leonīds,m
leopardo,m
leopold,m
leopolda,f
leopoldas,m
leopoldina,f
leopoldine,f
leopoldo,m
leopolds,m
leopoldína,f
leor,m
leora,f
leorah,f
leosė,f
leota,f
leotilde,f
leovigildo,m
leoš,m
lepa,f
lepanto,m
lepido,m
lepomir,m
leposava,f
lera,f
leri,m
lerida,f
lerke,f
lernik,m
leron,m
leroy,m
les,m
lesa,f
lesbek,m
lesbia,f
leshia,f
lesia,f
lesja,f
leska,f
leslee,f
lesley,a
lesli,f
leslia,f
leslie,a
lesly,f
lessia,f
lessie,f
lester,m
lesya,f
leszek,m
lesław,m
leta,f
letancio,m
letcho,m
letha,f
lethia,f
leticia,f
letisha,f
letitia,f
letizia,f
letizio,m
letiţia,f
letka,f
leto,m
letta,f
letteria,f
letterio,m
letti,f
lettie,f
letty,f
letícia,f
leucio,m
leuco,m
leudomiro,m
leuthold,m
leutrim,m
lev,m
levan,m
levana,f
levar,m
levas,m
levent,m
levente,m
levi,m
levia,f
levian,m
levica,f
levien,m
levin,m
levina,f
levita,f
levon,m
levy,f
lew,m
lewa,f
lewana,f
lewin,m
lewis,m
lex,m
lexi,f
lexie,f
lexine,f
lexus,f
leya,f
leyla,f
leylashka,f
leylen,f
leyli,f
leysa,f
leyton,m
lezica,f
lezlie,f
leó,m
león,m
leónia,f
leónidas,m
li,a
lia,f
liadan,f
liafdag,m
liam,m
lian,m
liana,f
liane,f
liang,m
lianna,f
lianne,f
liano,m
liat,f
lib,f
liba,f
libbe,m
libbey,f
libbi,f
libbie,f
libby,f
libe,f
libel,f
liber,m
libera,f
liberata,f
liberatina,f
liberato,m
liberatore,m
liberdade,f
liberia,f
liberio,m
libero,m
liberta,f
libertad,f
liberto,m
liberty,f
libertário,m
libi,f
libia,f
libio,m
libni,f
libor,m
libora,f
liboria,f
liborio,m
liborius,m
librada,f
libusa,f
libuša,f
libuše,f
libânia,f
libânio,m
libério,m
libório,m
licalel,a
lican,a
liceria,f
licerio,m
licha,f
licia,f
licica,f
licina,f
licinia,f
licinio,m
licio,m
licurgo,m
licínia,f
licínio,m
lida,f
liddy,f
lide,f
lidewij,f
lidia,f
lidiana,f
lidiano,m
lidie,f
lidiea,f
lidija,f
lidio,m
lidiya,f
lidmila,f
lido,m
liduska,f
liduvina,f
lidwien,f
lidwina,f
lidwine,f
lidy,f
lie,m
liebana,f
liebgard,f
liebgunde,f
liebhard,m
liebhardt,m
liebhilde,f
liefke,f
lieke,f
liekele,m
lieliea,f
lien,f
liena,f
lienard,m
liene,f
lieneke,f
lienhard,m
lienhardt,m
lienke,f
lienīte,f
lies,f
liesa,f
liesbeth,f
lieschen,f
liese,f
liesegret,f
liesel,f
lieselene,f
lieselore,f
lieselotte,f
liesgret,f
lieske,f
liesl,f
lieuwe,m
lieveke,f
lieven,m
lifardo,m
lighuen,a
ligia,f
ligiana,f
ligija,f
ligita,f
ligorio,m
ligénia,f
liher,m
lihi,f
lihue,a
lihuel,a
lihuen,a
lihén,f
lii,f
liia,f
liidia,f
liilia,f
liina,f
liis,f
liisa,f
liisamaria,f
liisbet,f
liisi,f
liive,f
liivi,f
liivia,f
liivo,m
lija,f
lijana,f
lijanne,f
lika,f
liko,m
lil,a
lila,f
lilac,f
lilach,f
lilah,f
lilaj,f
lilana,f
lilas,f
lilea,f
lilen,f
lilena,f
lilette,f
lili,f
lilia,f
lilialba,f
lilian,f
liliana,f
liliane,f
lilianka,f
lilianna,f
lilianne,f
liliano,m
lilias,f
lilibeth,f
lilica,f
lilie,f
lilieana,f
lilija,f
lilijana,f
lilina,f
lilio,m
lilioara,f
liliosa,f
lilit,f
lilita,f
lilith,f
liliya,f
lilja,f
liljan,f
liljana,f
liljanka,f
liljar,m
liljeta,f
lill,f
lilla,f
lille,f
lillemor,f
lilli,f
lillian,f
lilliana,f
lilliane,f
lillie,f
lillis,f
lilllie,f
lillo,m
lilly,f
lillý,f
lilo,f
lilou,f
lilpu,a
lilvina,f
lily,f
lilya,f
lilyan,m
lilyana,f
lilyane,f
lilyanka,f
lima,f
limai,a
liman,m
limanka,f
limay,a
limber,f
limor,f
lin,f
lina,f
linada,f
linard,m
linards,m
linas,m
linc,m
linca,f
lincalel,f
lincoln,m
lind,f
linda,f
lindberg,m
linde,f
lindell,m
lindemarie,f
lindhilde,f
lindi,f
lindie,f
lindije,f
lindita,f
linditë,f
lindley,m
lindmar,m
lindo,m
lindor,m
lindsay,a
lindsey,a
lindsy,f
lindy,a
line,f
linea,f
lineke,f
linell,f
linet,f
linett,f
linette,f
linfred,m
lingarajah,m
lingeswaran,m
linhart,m
linhilde,f
lini,f
linica,f
linie,f
liniel,m
linka,f
linn,f
linnea,f
linnell,f
linneo,m
linnet,f
linnie,f
linnéa,f
lino,m
linoel,m
linos,m
linsey,f
linton,m
lintrud,f
linu,m
linus,m
linwood,m
linzee,f
linzy,f
lio,m
lioba,f
liolė,f
lion,m
lionel,m
lionela,f
lionella,f
lionelle,f
lionello,m
lionginas,m
lionius,m
lionnel,m
lionė,f
lior,m
liora,f
liorah,f
lioubov,f
liparit,m
lira,f
liran,m
liraz,f
liri,f
liria,f
lirida,f
liridon,m
liridona,f
lirie,f
lirije,f
lirika,f
lirim,m
liris,f
lirit,f
lirolay del valle,f
liron,m
lis,f
lisa,f
lisabeta,f
lisabeth,f
lisamarie,f
lisan,f
lisana,f
lisandra,f
lisandras,m
lisandrina,f
lisandro,m
lisandru,m
lisann,f
lisanne,f
lisardo,m
lisava,f
lisaveta,f
lisbet,f
lisbeth,f
lise,f
lisel,f
liseli,f
